date;age;Baden-Württemberg;Bayern;Berlin;Brandenburg;Bremen;Hamburg;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Nordrhein-Westfalen;Rheinland-Pfalz;Saarland;Sachsen;Sachsen-Anhalt;Schleswig-Holstein;Thüringen
31.12.2010;46-Jährige;192117;222202;63298;48705;10723;31717;108875;30235;138881;316350;70721;17985;69133;41091;51077;39041
31.12.2010;47-Jährige;189486;219993;62851;50550;10319;30244;108027;31549;137918;311100;71056;18154;69961;42688;49447;39966
31.12.2010;48-Jährige;183658;213330;59621;50226;10308;27998;103514;31512;133264;299476;68984;17857;68962;42045;47547;39650
31.12.2010;49-Jährige;180546;210326;56523;49577;9919;26452;100754;31846;131471;294372;68776;18104;68893;42136;46371;40717
31.12.2010;50-Jährige;175114;202193;53867;47944;9754;26409;98345;31229;127630;290213;67491;17458;66022;40744;44282;38820
31.12.2010;51-Jährige;167359;195355;51522;46756;9536;24562;94559;30471;123077;281109;65367;17691;65549;40038;42825;38802
31.12.2010;52-Jährige;159770;186307;47378;42963;9246;23475;90437;28811;116469;268770;62004;17160;60651;37694;40396;36102
31.12.2010;53-Jährige;155134;180750;45422;41808;9161;22415;88500;28078;114466;263457;61787;16582;60434;37246;39612;36056
31.12.2010;54-Jährige;151833;174283;44476;41599;8907;21279;85504;28270;110439;254747;59426;16140;61471;37691;37499;36777
31.12.2010;55-Jährige;143715;164988;44055;42057;8778;20526;82059;28403;106290;245150;57661;15381;63578;38716;36508;37011
31.12.2010;56-Jährige;139305;161740;43347;41378;8486;19682;80390;28302;104545;241286;56980;15484;63078;38071;36387;36444
31.12.2010;57-Jährige;134037;155692;42763;40813;8186;18810;77359;27742;100738;229531;55168;15138;63540;38202;35002;36367
31.12.2010;58-Jährige;134458;156652;42035;39784;8211;19083;78057;26959;102115;228672;55033;14850;64483;38038;35139;35790
31.12.2010;59-Jährige;130147;151959;42710;38586;8245;18805;76760;25999;100718;220382;53849;14455;66055;36338;35025;35754
31.12.2010;60-Jährige;131329;154092;44535;36469;8305;19628;78822;24233;101677;221927;54502;14812;63263;35768;35641;34003
31.12.2010;61-Jährige;128390;150015;41603;30883;8397;19367;78122;20898;100280;219890;53075;15039;55496;31871;35556;30277
31.12.2010;62-Jährige;119215;143610;38238;26600;7797;18997;73454;18268;93147;202126;45882;13128;44466;26995;35035;26279
31.12.2010;63-Jährige;110907;140602;35741;25500;7483;18088;68710;17052;85218;186086;40828;10629;44474;26299;32856;24965
31.12.2010;64-Jährige;96994;124192;28085;17281;7332;16816;58922;11248;79974;170302;36512;8665;33441;21409;30744;20680
31.12.2010;65-Jährige;83812;100563;31480;20463;5945;15099;49232;12147;63354;144665;30754;8030;39574;21638;25574;19404
31.12.2010;66-Jährige;108111;129316;41314;30531;7478;18785;65565;18193;84389;185287;40125;10911;57423;30310;33770;28158
31.12.2010;67-Jährige;109119;129300;42900;32788;7702;18806;64749;19758;87136;185672;39947;10572;56659;31236;35086;28354
31.12.2010;68-Jährige;107275;125574;40790;31656;7618;18452;61506;19186;84899;181387;39097;10440;52397;30928;33896;26529
31.12.2010;69-Jährige;128146;152003;46789;39289;8492;20891;73543;24451;102523;214226;48358;13287;65031;37572;40578;33918
31.12.2010;70-Jährige;133499;161018;44744;39264;8823;21234;78365;24735;106629;230211;52381;13886;66563;38471;40788;36287
31.12.2010;71-Jährige;130700;157190;41370;37918;8459;20075;75379;24808;103772;223853;51170;14068;64762;37206;40041;35122
31.12.2010;72-Jährige;121142;141546;37991;34736;8149;19028;68630;23048;98318;210663;47591;13069;58645;33261;37332;30492
31.12.2010;73-Jährige;111569;128032;35584;31715;7616;17680;63576;20779;89450;196343;44207;12829;53139;30802;33916;27681
31.12.2010;74-Jährige;106635;121347;33413;30465;7295;16907;61000;20013;84628;187655;42890;12707;51518;29397;31751;26651
31.12.2010;75-Jährige;100161;112980;31931;29257;6659;16154;57110;19031;79217;178259;40136;11262;50420;27944;29457;25240
31.12.2010;76-Jährige;89195;103830;28969;26309;6005;13816;51998;17499;71276;164036;36431;9692;45666;25528;26188;22974
31.12.2010;77-Jährige;73441;85739;20310;19736;4495;10504;40751;13758;54646;126486;28990;8186;34891;19947;19206;17680
31.12.2010;78-Jährige;70348;82488;18498;18890;4459;9899;38959;13363;53357;123413;28251;8200;33292;19223;18148;17296
31.12.2010;79-Jährige;69013;81364;18306;18138;4292;9971;38486;12482;52832;121215;28005;8006;33447;18667;17802;16585
31.12.2010;80-Jährige;69082;79692;18432;18111;4370;10241;39538;12066;53534;124365;28239;7737;34771;18698;17752;17141
31.12.2010;81-Jährige;63653;74806;17023;16152;4211;9574;36904;10752;49082;114099;26274;7147;32681;17013;16668;15503
31.12.2010;82-Jährige;60183;69688;15598;14533;4091;9298;34833;9589;47021;107740;24960;6685;29517;15908;16053;14575
31.12.2010;83-Jährige;52611;63378;13287;12001;3567;8250;31170;7994;42453;94693;22166;6016;25195;13399;13942;12470
31.12.2010;84-Jährige;48700;58001;12657;10732;3345;7711;29104;6940;38277;85722;20436;5387;23629;11909;12859;11383
31.12.2010;85-Jährige;44826;53104;11392;9476;3039;7212;26587;6134;35747;77515;18548;4822;20760;10706;12301;10016
31.12.2010;86-Jährige;37654;45152;9521;7804;2603;6297;22930;5013;30155;66684;15690;4403;17088;8966;10577;8421
31.12.2010;87-Jährige;33601;40211;7694;6525;2380;5422;19977;4272;26025;56199;13553;3948;15297;7683;9344;7185
31.12.2010;88-Jährige;29995;36107;7611;6028;2176;5070;17981;3761;23840;51059;12159;3250;14374;7121;8485;6441
31.12.2010;89-Jährige;27181;32197;7434;5511;2073;4721;16124;3383;21157;44140;10481;2696;13555;6218;7774;5842
31.12.2010;90 Jahre und mehr;81696;83361;26044;15145;6141;15020;48012;9352;61582;121755;32460;7057;33674;15922;23843;14234
31.12.2010;Insgesamt;10753880;12538696;3460725;2503273;660706;1786448;6067021;1642327;7918293;17845154;4003745;1017567;4149477;2335006;2834259;2235025
31.12.2012;unter 1 Jahr;89919;107817;34450;18690;5549;17287;51576;12713;61737;145444;31227;6857;34738;16898;22157;17352
31.12.2012;1-Jährige;89812;105013;32598;18864;5172;16251;51753;12684;61841;143141;31585;7071;34469;16749;21646;17199
31.12.2012;2-Jährige;92481;106843;32733;19904;5460;16304;52541;13397;64345;147890;32368;7099;35054;17174;23056;17661
31.12.2012;3-Jährige;91723;105439;31718;19669;5383;15741;51605;13105;64029;145903;31825;6971;34102;17005;22815;16967
31.12.2012;4-Jährige;94319;108647;31552;20348;5395;15772;53068;13173;66273;151492;33230;7224;34489;17522;23666;17503
31.12.2012;5-Jährige;95260;108950;30516;20119;5536;15566;53312;12844;67040;151739;33352;7230;33681;17024;24063;17091
31.12.2012;6-Jährige;94136;106879;28626;19487;5314;14986;52111;12472;66785;150696;32621;7186;32211;16385;23833;16196
31.12.2012;7-Jährige;96268;109067;27672;19429;5257;14937;53496;12155;68487;153356;33486;7445;32239;16527;24022;16412
31.12.2012;8-Jährige;98658;112075;27730;19896;5202;14724;54325;12814;71587;158179;34464;7651;32630;16641;25367;16998
31.12.2012;9-Jährige;99094;113522;26544;19830;5289;14371;54078;12541;72150;159724;35215;7588;31564;16158;25669;16529
31.12.2012;10-Jährige;101434;115529;26541;19570;5286;14205;55065;12260;75062;163822;35887;7997;31010;16697;26305;16492
31.12.2012;11-Jährige;103876;118413;26265;19459;5492;14404;56366;12587;77974;168336;37195;8303;31064;16882;27264;16829
31.12.2012;12-Jährige;109350;123926;26773;20483;5760;14803;58900;12763;82093;176521;39379;8685;31998;17257;28863;16865
31.12.2012;13-Jährige;111017;126194;26090;19998;5785;14428;58886;12112;82897;177601;39852;9023;30268;16596;29532;16226
31.12.2012;14-Jährige;114281;129827;26135;19459;5904;14564;60606;11892;85715;183637;41527;9167;28847;16049;29966;15981
31.12.2012;15-Jährige;118942;133550;26310;19059;6109;15045;62971;11758;89307;191679;43572;9950;27891;15725;31254;15959
31.12.2012;16-Jährige;117397;132592;25865;18008;6142;15308;62247;11073;87641;190145;42777;10086;26239;14922;30987;14751
31.12.2012;17-Jährige;115713;130053;25142;16437;6097;14887;60725;9924;85355;186092;42051;9841;23694;13637;29565;13510
31.12.2012;18-Jährige;117799;132794;25820;15183;6292;15629;62371;9309;86135;192239;43485;10262;23396;13497;30243;12597
31.12.2012;19-Jährige;123998;140953;28302;14415;7056;16384;64431;9744;87921;199899;45591;10743;25009;14129;31127;13368
31.12.2012;20-Jährige;126286;144635;31315;15031;7728;17825;65295;11169;87054;202120;46324;10982;27538;16032;30535;14960
31.12.2012;21-Jährige;129980;149590;35389;17504;8447;19781;67443;13162;88224;208125;47532;11370;32929;18318;30712;17541
31.12.2012;22-Jährige;136399;158151;44925;25980;9149;22809;71889;19901;91507;216263;49691;11795;48886;26930;31711;26216
31.12.2012;23-Jährige;134141;155110;48821;27181;9390;23798;72418;20683;88993;211622;48568;11514;51542;27670;30588;26811
31.12.2012;24-Jährige;137705;160284;52969;27942;9917;25804;74604;21186;91345;217651;49792;11709;53152;28745;31582;28366
31.12.2012;25-Jährige;133606;156779;55032;28063;9610;26208;73532;21675;89294;213931;47961;11705;54211;28360;30694;28468
31.12.2012;26-Jährige;133263;158001;55894;26839;9500;27044;73339;20358;87449;211370;47227;11675;51896;27063;29688;27378
31.12.2012;27-Jährige;128832;152114;55938;27176;9103;27362;71165;20146;83925;203560;44507;10974;52151;26437;28309;26766
31.12.2012;28-Jährige;129427;153480;55589;26618;9049;28094;72468;19527;83215;203805;44759;10979;51329;26399;28425;26799
31.12.2012;29-Jährige;129875;156133;55914;26961;9229;28678;72796;19536;84415;205318;44731;11095;51703;26601;28735;26619
31.12.2012;30-Jährige;133316;160789;56947;27566;9330;29438;75869;19850;86726;211390;46199;11389;52250;25985;30026;27267
31.12.2012;31-Jährige;133123;161635;56221;27425;8918;29746;76076;19106;87152;210201;46424;11154;50680;25906;30292;26396
31.12.2012;32-Jährige;133424;160871;55575;28786;8692;29217;76440;19534;87729;210793;45470;11176;51709;26295;30886;27042
31.12.2012;33-Jährige;126083;154105;51818;28078;8072;27545;73989;18996;84564;200754;43849;10521;49974;25114;29616;25806
31.12.2012;34-Jährige;123240;152358;49641;28352;7913;26661;73382;19031;84476;198977;43299;10339;50123;25243;29885;24891
31.12.2012;35-Jährige;123302;151772;48055;27670;7878;26037;72683;18492;84306;199810;43238;10346;48829;24235;30144;24621
31.12.2012;36-Jährige;123839;150564;45840;25398;7842;25613;73172;16152;85438;201439;42718;9997;43433;21688;30475;21959
31.12.2012;37-Jährige;121441;148301;43644;24448;7673;24143;71286;15280;83834;196567;42320;9732;41465;20714;29842;21074
31.12.2012;38-Jährige;124817;151143;42472;24294;7477;23952;72462;15011;86915;199965;43034;10042;41040;21293;30462;21912
31.12.2012;39-Jährige;124737;151027;41244;24936;7682;23202;73216;15552;89169;203531;44247;10112;41630;22367;31704;22620
31.12.2012;40-Jährige;135813;164106;42983;28096;8133;24275;78598;17140;97977;220886;48283;11143;45840;25763;34678;25577
31.12.2012;41-Jährige;147135;178301;47223;33329;8699;25718;85544;19965;108344;242698;53408;12487;53775;30713;39300;28915
31.12.2012;42-Jährige;153109;185530;47919;34063;8968;26127;89536;20332;114245;254469;56259;12904;53798;30925;41317;29627
31.12.2012;43-Jährige;164839;201181;50140;35722;9675;27485;96679;21250;124234;279982;61261;14517;54201;32198;46033;30044
31.12.2012;44-Jährige;173254;210014;52820;37760;10333;29285;101338;22718;130966;293484;65021;15533;55493;33185;49268;30637
31.12.2012;45-Jährige;177465;215749;53142;40394;10426;29625;103239;23911;135594;301587;67012;16210;57531;34754;51252;31836
31.12.2012;46-Jährige;182247;218675;55502;43318;10846;29752;105829;26003;138608;309801;69970;16921;61034;36294;51779;34205
31.12.2012;47-Jährige;181788;217385;57370;45586;10789;28821;106173;27680;137321;308915;70149;17314;63689;38006;50875;35384
31.12.2012;48-Jährige;185093;220763;58174;47705;10680;29258;107124;29172;138437;313580;72031;17921;66511;39867;51571;37520
31.12.2012;49-Jährige;183031;218226;58037;49362;10477;28064;105412;30545;136753;307648;72047;17982;67594;41319;50060;38481
31.12.2012;50-Jährige;177306;211699;55295;49028;10324;26186;101370;30514;132293;295538;70269;17944;66448;40857;47911;38117
31.12.2012;51-Jährige;174285;208863;52576;48497;9922;25083;98949;30985;130771;290904;70100;18195;66445;40921;46910;39425
31.12.2012;52-Jährige;169203;200277;50220;46751;9673;24400;95442;30335;125395;284291;67847;17505;63934;39878;44589;37620
31.12.2012;53-Jährige;162430;194162;48235;45703;9415;23272;92913;29700;121995;277571;65782;17798;63475;39077;43352;37659
31.12.2012;54-Jährige;154503;184537;44393;42004;9124;22114;88160;27916;114881;263704;62308;17106;58762;36790;40790;35013
31.12.2012;55-Jährige;150385;179192;42614;40964;9070;21159;86167;27255;112861;258072;61782;16469;58630;36304;39839;34951
31.12.2012;56-Jährige;146630;172051;41791;40876;8669;20168;83138;27388;108416;248794;59324;15915;59557;36793;37645;35704
31.12.2012;57-Jährige;139069;163043;41352;41048;8415;19174;79688;27596;104510;239292;57407;15115;61723;37667;36659;35911
31.12.2012;58-Jährige;134728;159177;40846;40393;8237;18734;78151;27514;102289;234843;56469;15346;61079;37043;36357;35375
31.12.2012;59-Jährige;129153;153162;40232;39821;7890;17773;74691;27014;98848;223472;54817;14953;61611;37147;35011;35201
31.12.2012;60-Jährige;129356;153690;39590;38870;7947;18060;75316;26179;99753;221114;54481;14650;62571;36933;34821;34926
31.12.2012;61-Jährige;125389;148952;40224;37647;7939;17784;74000;25330;98563;213498;53367;14211;64141;35288;35107;34727
31.12.2012;62-Jährige;126036;150362;41770;35339;7873;18330;75785;23574;98919;213248;53952;14440;61408;34696;35449;32986
31.12.2012;63-Jährige;123762;146911;39014;30091;7990;18355;75383;20280;98197;212688;52349;14752;53811;30862;35338;29316
31.12.2012;64-Jährige;114033;140148;35722;25942;7457;17763;70815;17688;90684;194490;45119;12710;43081;26104;34777;25381
31.12.2012;65-Jährige;105954;136752;33334;24830;7170;17021;66019;16486;82849;178652;40028;10301;43069;25463;32433;24208
31.12.2012;66-Jährige;92470;120752;25987;16718;7028;15809;56583;10825;77365;163506;35714;8380;32351;20567;30302;19898
31.12.2012;67-Jährige;79372;97130;29418;19797;5651;14020;46934;11745;60995;137560;29850;7712;38188;20804;25026;18672
31.12.2012;68-Jährige;103172;125404;38505;29536;7008;17633;62423;17476;81649;177839;39131;10427;55416;29073;33147;27113
31.12.2012;69-Jährige;104025;125105;40380;31711;7291;17685;61732;19038;83824;177826;38820;10157;54624;29900;34132;27215
31.12.2012;70-Jährige;101903;120910;38181;30537;7150;17151;58333;18437;81153;172054;37778;9947;50383;29580;32730;25419
31.12.2012;71-Jährige;121866;146440;43896;37718;8044;19585;69915;23380;98231;204217;46793;12673;62420;35873;39389;32416
31.12.2012;72-Jährige;126746;154666;41754;37605;8406;19771;74300;23507;101491;218415;50461;13199;63636;36600;39461;34596
31.12.2012;73-Jährige;124064;151267;38630;36300;8030;18910;71642;23578;98811;213130;49215;13391;61727;35197;38642;33390
31.12.2012;74-Jährige;114680;135202;35245;32945;7669;17648;64840;21817;93040;198859;45465;12245;55592;31282;35823;28880
31.12.2012;75-Jährige;105017;121601;32920;29966;7075;16467;59671;19568;84430;184819;42018;12087;50070;28811;32265;26045
31.12.2012;76-Jährige;99613;113864;30684;28638;6785;15523;56775;18638;78844;174658;40265;11802;48369;27270;29933;24917
31.12.2012;77-Jährige;92929;105639;29140;27261;6182;14897;52908;17705;73552;165097;37627;10502;46930;25822;27663;23354
31.12.2012;78-Jährige;82214;95102;26348;24297;5526;12597;47633;16101;65633;150728;33792;8895;42168;23332;24343;21094
31.12.2012;79-Jährige;66929;77694;18211;18019;4067;9443;37115;12495;49916;115151;26605;7440;31986;17939;17621;15999
31.12.2012;80-Jährige;63375;75242;16503;17192;3973;8780;35058;12081;47937;110659;25439;7377;30095;17144;16372;15505
31.12.2012;81-Jährige;61498;71412;16131;16251;3819;8743;34132;11095;47305;107797;25040;7118;29959;16498;16020;14745
31.12.2012;82-Jährige;60666;70394;15969;16047;3853;8874;34663;10558;46925;108561;24991;6752;30675;16230;15690;15028
31.12.2012;83-Jährige;55463;64436;14714;14095;3633;8326;31945;9313;42735;98948;22856;6147;28384;14603;14516;13303
31.12.2012;84-Jährige;50981;59435;13114;12435;3417;7904;29395;8175;39839;90954;21200;5605;25381;13324;13799;12286
31.12.2012;85-Jährige;43882;51941;11154;10235;3017;6803;25816;6723;35302;78548;18561;4953;21061;11034;11771;10298
31.12.2012;86-Jährige;39794;47049;10303;8836;2660;6222;23552;5737;31062;69291;16769;4292;19380;9605;10521;9265
31.12.2012;87-Jährige;35598;42223;9048;7656;2356;5699;21159;4944;28544;61427;14693;3765;16709;8389;9877;7932
31.12.2012;88-Jährige;28734;34279;7368;6176;1962;4842;17587;3919;23125;51081;12072;3315;13315;6899;8009;6464
31.12.2012;89-Jährige;25080;29824;5867;4974;1791;4176;14882;3225;19518;42122;10116;2902;11556;5716;7019;5360
31.12.2012;90 Jahre und mehr;80731;94727;24609;16872;6161;14425;48072;10110;63962;133134;31586;7877;39555;18185;23628;16522
31.12.2012;Insgesamt;10569111;12519571;3375222;2449511;654774;1734272;6016481;1600327;7778995;17554329;3990278;994287;4050204;2259393;2806531;2170460
31.12.2014;unter 1 Jahr;96311;114338;37195;19532;6095;18773;54718;12865;66674;155007;33632;7295;35977;17180;22901;17926
31.12.2014;1-Jährige;94126;111828;34828;19273;5671;17615;53107;12827;64710;149290;32954;6939;35327;17082;22605;17733
31.12.2014;2-Jährige;93044;110840;34482;19975;5595;16817;52994;13083;64370;149957;32524;7028;35482;17264;23195;17719
31.12.2014;3-Jährige;92040;107281;32624;19867;5211;15857;52898;13000;63839;146585;32691;7205;34995;17026;22521;17469
31.12.2014;4-Jährige;94769;108916;32685;20876;5514;16099;53647;13621;66219;151037;33349;7201;35577;17360;23845;17884
31.12.2014;5-Jährige;93838;107583;31834;20467;5478;15616;52769;13378;65816;148849;32730;7066;34528;17254;23472;17173
31.12.2014;6-Jährige;96294;110505;31400;21234;5449;15707;54080;13483;67886;154226;34042;7363;34868;17731;24260;17652
31.12.2014;7-Jährige;96963;110518;30515;20889;5613;15460;54165;12996;68494;154384;33995;7338;33952;17172;24628;17252
31.12.2014;8-Jährige;96008;108524;28953;19983;5428;15005;53099;12650;68138;153533;33288;7328;32378;16488;24370;16317
31.12.2014;9-Jährige;98128;110729;28061;19804;5371;15024;54443;12323;69774;156027;34108;7569;32511;16681;24527;16543
31.12.2014;10-Jährige;100499;113725;28158;20234;5332;14893;55288;12913;72796;160750;35132;7739;32854;16720;25827;17162
31.12.2014;11-Jährige;100966;114944;26918;20111;5426;14510;55064;12665;73397;162340;35763;7703;31730;16269;26059;16657
31.12.2014;12-Jährige;103078;117056;26874;19904;5400;14314;55885;12398;76021;166215;36454;8101;31208;16784;26787;16590
31.12.2014;13-Jährige;105568;119925;26643;19785;5613;14565;57327;12668;79071;170668;37805;8384;31248;16940;27730;16925
31.12.2014;14-Jährige;110915;125598;27153;20813;5874;14936;59775;12871;83108;178866;39885;8798;32167;17339;29336;16922
31.12.2014;15-Jährige;112536;127959;26564;20238;5955;14731;59838;12219;83826;179959;40367;9099;30432;16688;29940;16310
31.12.2014;16-Jährige;116118;132196;26808;19714;6150;15194;61824;11933;86739;186195;42086;9320;29111;16134;30341;16136
31.12.2014;17-Jährige;120911;136040;27275;19244;6464;16126;64428;11837;90321;194406;43984;10138;28193;15757;31506;16007
31.12.2014;18-Jährige;120804;135403;27677;17866;6658;16472;64195;11247;88595;194225;43756;10265;27358;15190;31550;14958
31.12.2014;19-Jährige;121406;135642;29146;15755;6866;16445;63472;10344;86037;191763;43329;9983;26288;14433;30402;13961
31.12.2014;20-Jährige;124749;141126;31749;14579;7501;18038;66155;9993;86987;197869;44438;10397;26813;14727;30388;13664
31.12.2014;21-Jährige;129902;149681;34227;13984;8240;19272;68022;10360;89117;206400;46503;10987;27814;15293;30719;14436
31.12.2014;22-Jährige;131593;152406;37314;14677;8622;20904;69265;11440;88836;209769;47471;11140;29797;16512;30549;15627
31.12.2014;23-Jährige;135929;157495;41922;16979;9179;22934;72292;13130;90089;216070;48567;11642;35154;18498;31139;17799
31.12.2014;24-Jährige;142793;166600;52591;25169;9797;25964;77125;19656;94024;224956;50631;12117;50848;26544;32581;26062
31.12.2014;25-Jährige;140445;163483;56546;26513;9927;26604;77431;20313;91837;219149;49137;11697;52896;27105;31350;26258
31.12.2014;26-Jährige;143763;168502;59834;27449;10258;28788;79097;21068;94149;224980;50198;11940;54226;27999;32219;27705
31.12.2014;27-Jährige;138912;164679;61007;27898;9811;28882;77600;21410;91914;220013;48435;11858;55044;27630;31443;27825
31.12.2014;28-Jährige;138548;164846;60959;27314;9755;29248;76869;20410;89902;217020;47630;11816;52686;26524;30264;26833
31.12.2014;29-Jährige;133719;158619;59915;27845;9198;28720;74204;20184;86557;208615;45384;11072;52925;26232;29291;26495
31.12.2014;30-Jährige;133802;159706;58947;27535;9048;29010;75405;19679;85853;208092;45617;10973;52082;26247;29400;26524
31.12.2014;31-Jährige;133563;161450;58351;28013;9256;29143;75297;19792;86911;209256;45755;11160;52180;26467;29884;26569
31.12.2014;32-Jährige;136945;165854;58835;28683;9311;29496;78197;20058;89151;215007;47131;11368;52828;26019;31259;27193
31.12.2014;33-Jährige;136370;165995;57547;28621;8778;29645;77995;19297;89621;213701;47442;11226;51204;25907;31438;26393
31.12.2014;34-Jährige;137017;165072;56607;29956;8599;29121;78447;19813;90158;214199;46583;11235;52221;26345;32139;27087
31.12.2014;35-Jährige;129376;158017;52627;29152;8113;27280;75772;19323;86556;203747;44883;10637;50439;25238;30741;25835
31.12.2014;36-Jährige;126640;155950;50201;29432;7932;26320;74776;19266;86464;201858;44463;10314;50519;25307;31046;25027
31.12.2014;37-Jährige;126304;155305;48506;28630;7899;25780;74174;18711;86216;202649;44183;10487;49083;24309;31050;24668
31.12.2014;38-Jährige;126671;153636;46337;26278;7949;25208;74457;16338;87144;203983;43607;10105;43820;21793;31452;22158
31.12.2014;39-Jährige;124465;151178;44033;25152;7781;23913;72600;15428;85302;198956;43162;9828;41843;20801;30872;21161
31.12.2014;40-Jährige;127571;154055;42783;24938;7553;23725;73883;15241;88240;202330;43922;10079;41274;21384;31235;21966
31.12.2014;41-Jährige;127163;153729;41545;25571;7746;23047;74409;15653;90438;205344;44930;10153;41852;22417;32428;22758
31.12.2014;42-Jährige;138071;166551;43216;28632;8189;24106;79752;17306;99270;222633;49057;11221;45996;25746;35421;25679
31.12.2014;43-Jährige;149153;180361;47457;33734;8772;25499;86468;20067;109471;244276;54085;12529;53906;30755;40002;28985
31.12.2014;44-Jährige;155185;187596;48049;34493;9104;26122;90506;20454;115148;255762;56856;12911;53951;30907;41853;29654
31.12.2014;45-Jährige;166846;202896;50259;36060;9691;27308;97482;21371;125206;280979;61821;14544;54334;32121;46600;29976
31.12.2014;46-Jährige;174869;211712;52818;38135;10379;29193;102105;22816;131702;294289;65499;15564;55491;33067;49780;30622
31.12.2014;47-Jährige;178855;217091;53151;40653;10490;29534;103883;24022;136156;301908;67428;16192;57448;34592;51657;31838
31.12.2014;48-Jährige;183276;219539;55396;43649;10874;29667;106184;25962;138917;309698;70127;16930;60958;36154;52045;34076
31.12.2014;49-Jährige;182630;218222;57055;45765;10805;28691;106421;27605;137423;308584;70375;17269;63492;37816;51130;35256
31.12.2014;50-Jährige;185628;221303;57916;47744;10704;29099;107323;29170;138601;312647;72126;17844;66322;39626;51826;37310
31.12.2014;51-Jährige;183384;218344;57698;49407;10521;27835;105486;30461;136626;306735;72009;17933;67272;41058;50294;38261
31.12.2014;52-Jährige;177371;211632;54980;48994;10324;25959;101240;30427;132098;294373;70260;17829;66113;40513;48088;37891
31.12.2014;53-Jährige;174107;208694;52228;48391;9883;24880;98824;30838;130670;289227;70028;18060;66018;40576;46848;39122
31.12.2014;54-Jährige;168731;199828;49966;46605;9619;24170;95188;30172;125079;282487;67688;17353;63466;39483;44574;37244
31.12.2014;55-Jährige;161957;193513;47765;45606;9385;23016;92423;29426;121502;275421;65573;17666;63021;38635;43449;37266
31.12.2014;56-Jährige;153801;183612;43878;41808;9062;21782;87605;27798;114394;261211;62049;16926;58275;36354;40741;34673
31.12.2014;57-Jährige;149510;177978;42170;40753;9007;20798;85547;27029;112140;255317;61437;16310;57996;35839;39724;34522
31.12.2014;58-Jährige;145505;170970;41293;40466;8524;19809;82318;27093;107641;245897;58898;15666;58932;36321;37547;35327
31.12.2014;59-Jährige;137713;161590;40805;40591;8311;18821;78742;27331;103461;236084;56885;14906;60997;37132;36476;35410
31.12.2014;60-Jährige;133285;157523;40249;40031;8126;18308;77090;27222;101274;231001;55863;15123;60336;36390;36119;34880
31.12.2014;61-Jährige;127582;151237;39458;39266;7774;17349;73452;26665;97788;219479;54207;14734;60766;36493;34793;34674
31.12.2014;62-Jährige;127402;151663;38774;38329;7784;17586;73976;25838;98503;216774;53744;14384;61694;36207;34573;34418
31.12.2014;63-Jährige;123288;146524;39282;37206;7823;17274;72495;25048;97136;209001;52587;13933;63083;34568;34813;34194
31.12.2014;64-Jährige;123653;147763;40721;34825;7714;17770;74094;23326;97404;208161;53115;14138;60443;33891;35106;32412
31.12.2014;65-Jährige;121243;143981;38039;29569;7794;17689;73544;20030;96311;207261;51262;14413;52835;30096;34962;28791
31.12.2014;66-Jährige;111310;136969;34717;25508;7228;17103;68887;17331;88869;188953;44250;12362;42297;25458;34231;24843
31.12.2014;67-Jährige;103361;133392;32386;24301;6969;16414;64263;16129;81011;173408;39065;9999;42178;24755;31727;23621
31.12.2014;68-Jährige;90080;117635;25237;16377;6837;15202;54911;10616;75324;158381;34808;8105;31590;19924;29631;19353
31.12.2014;69-Jährige;77142;94349;28431;19338;5451;13432;45472;11452;59370;132852;29028;7472;37191;20182;24446;18160
31.12.2014;70-Jährige;99992;121694;37179;28685;6754;16941;60333;16998;79223;171564;37987;10091;53846;28115;32241;26196
31.12.2014;71-Jährige;100618;121245;38951;30659;6991;16984;59546;18449;81194;171088;37595;9746;53009;28765;33074;26294
31.12.2014;72-Jährige;98409;116816;36703;29523;6897;16392;56181;17799;78174;165109;36455;9549;48727;28424;31682;24497
31.12.2014;73-Jährige;117532;140997;42004;36347;7719;18683;67042;22435;94376;195452;44966;12127;60225;34308;37844;31076
31.12.2014;74-Jährige;121938;148423;39754;35989;8018;18868;71061;22460;97110;208165;48324;12619;61182;34827;37861;33098
31.12.2014;75-Jährige;118880;144616;36696;34661;7597;17954;68373;22469;94061;202363;46899;12678;59019;33259;36960;31721
31.12.2014;76-Jährige;109256;128770;33381;31242;7251;16610;61526;20574;88213;187818;43073;11517;52883;29428;34037;27305
31.12.2014;77-Jährige;99373;115130;30938;28286;6589;15482;56358;18369;79464;173351;39538;11363;47178;26813;30474;24471
31.12.2014;78-Jährige;93691;106961;28633;26728;6256;14460;53170;17289;73547;162408;37599;10995;45294;25249;28095;23171
31.12.2014;79-Jährige;86860;98252;26937;25304;5696;13736;49039;16340;68079;152270;34876;9677;43640;23582;25748;21456
31.12.2014;80-Jährige;75842;87611;24149;22249;5054;11475;43639;14661;60021;137659;30948;8062;38691;21103;22377;19169
31.12.2014;81-Jährige;60861;70618;16466;16298;3656;8489;33714;11234;45161;103914;23973;6692;28987;16004;16063;14337
31.12.2014;82-Jährige;57111;67558;14766;15352;3537;7831;31389;10735;42800;98404;22658;6558;26900;15094;14704;13709
31.12.2014;83-Jährige;54564;63180;14242;14281;3353;7669;30046;9682;41601;94300;22001;6209;26383;14286;14136;12783
