date;age;Baden-Württemberg;Bayern;Berlin;Brandenburg;Bremen;Hamburg;Hessen;Mecklenburg-Vorpommern;Niedersachsen;Nordrhein-Westfalen;Rheinland-Pfalz;Saarland;Sachsen;Sachsen-Anhalt;Schleswig-Holstein;Thüringen
31.12.2006;8-Jährige;113417;128663;26450;19101;5838;14855;60424;11996;85662;184132;41020;9198;29307;16541;29610;16316
31.12.2006;9-Jährige;118063;132046;26656;18787;6011;15175;62450;11980;89292;192454;43036;10015;28355;16238;30910;16234
31.12.2006;10-Jährige;116144;131042;25914;17769;5965;15140;61788;11171;87531;190704;42429;10129;26617;15382;30689;14930
31.12.2006;11-Jährige;114413;128617;25050;16223;5894;14307;59837;10065;85435;186454;41665;9857;23925;14110;29520;13705
31.12.2006;12-Jährige;115614;131294;25074;15526;5789;14667;60891;9391;87210;191016;42922;10270;23059;13844;29943;12735
31.12.2006;13-Jährige;119942;138135;25311;15368;5984;14618;62683;9926;91105;199896;45181;10907;23739;14270;31239;13370
31.12.2006;14-Jährige;121556;139677;26599;16867;6159;15132;63515;11203;92003;204893;46255;11281;25471;15912;31775;14746
31.12.2006;15-Jährige;124346;142199;27672;20570;6327;15734;64785;13514;93426;209762;47422;11619;30974;18839;32546;17385
31.12.2006;16-Jährige;128760;147558;33726;31964;6664;16411;67463;21835;96284;215826;49246;12161;47796;29652;33413;27411
31.12.2006;17-Jährige;125158;142909;34949;34676;6759;16174;66133;23719;93166;210157;47958;11787;51317;31387;32326;28919
31.12.2006;18-Jährige;129180;145494;36770;36686;7096;17214;67327;25158;95014;214709;49175;12029;54048;33498;32877;31149
31.12.2006;19-Jährige;125398;141465;38434;36471;7443;17295;65983;26315;92093;210314;47746;11878;55858;34227;31537;31699
31.12.2006;20-Jährige;126804;144537;40056;34007;7891;18784;65671;24511;89956;207807;47405;11892;54938;32824;30433;30880
31.12.2006;21-Jährige;123296;141233;41997;33265;8277;20301;64584;24210;86235;200411;45550;11291;55749;31998;28687;30674
31.12.2006;22-Jährige;124880;143766;44004;31317;8569;21428;66370;23143;85590;201471;46240;11375;55839;31741;28571;30653
31.12.2006;23-Jährige;126879;147115;46711;30677;9234;23332;67466;22964;87050;205487;46499;11528;56063;31660;28898;30472
31.12.2006;24-Jährige;132222;152327;50178;30602;9658;25475;71262;22572;89368;212347;48195;12005;57146;30610;29880;31277
31.12.2006;25-Jährige;133443;154586;52248;29177;9499;26882;72180;21319;90304;212330;47893;11926;55152;29843;30287;30006
31.12.2006;26-Jährige;135544;155386;54243;29596;9387;28016;73648;21834;90688;215378;47119;11986;55921;29524;30491;30259
31.12.2006;27-Jährige;127947;149658;52344;28424;8753;27587;71351;20624;86905;204527;44754;11325;53823;27531;29077;28681
31.12.2006;28-Jährige;125648;148413;51631;27840;8501;27617;71427;20389;86439;202939;44098;11013;53490;27394;29343;27157
31.12.2006;29-Jährige;125771;148270;50692;27040;8450;27593;71010;19615;85738;203801;43620;10953;51819;25988;29453;26570
31.12.2006;30-Jährige;127518;148213;49268;24653;8514;28038;72407;16897;87040;205550;43283;10549;45627;23180;29841;23601
31.12.2006;31-Jährige;125001;146138;47719;23514;8100;27404;71235;16001;84937;201020;42392;10448;43504;21979;29506;22414
31.12.2006;32-Jährige;128309;149619;46389;23904;8093;26669;72594;15531;87669;204311;43417;10689;42962;22222;30343;23148
31.12.2006;33-Jährige;129070;150308;45661;24523;8195;26070;73628;16103;90229;207190;44532;10590;43545;23251;31156;23937
31.12.2006;34-Jährige;141539;165037;47558;27803;8751;27677;80073;17599;99865;228048;48989;11723;47852;26804;35043;26877
31.12.2006;35-Jährige;153291;179468;52360;32977;9223;29015;87859;20824;110212;249276;53985;13153;56377;32221;39831;30552
31.12.2006;36-Jährige;160332;188649;53549;34375;9646;29308;92198;21637;117161;263535;57101;13462;57126;32763;42291;31604
31.12.2006;37-Jährige;172522;203930;55811;36190;10086;30739;98733;22530;127199;287963;62252;15274;57382;33910;47060;32263
31.12.2006;38-Jährige;181888;213107;58333;38194;10778;32949;103889;24034;133619;301305;65414;16139;58894;35045;50393;32780
31.12.2006;39-Jährige;185793;218256;58978;41089;10812;32984;105380;25426;137226;308533;67168;16787;60902;36475;51812;33833
31.12.2006;40-Jährige;190495;221231;62053;44154;11091;33085;108548;27430;140185;315159;69324;17246;64535;38388;51864;36439
31.12.2006;41-Jährige;190048;220530;64223;46583;11016;32147;108975;29196;139180;315745;69771;17643;67482;40209;50718;37668
31.12.2006;42-Jährige;193095;223510;65255;48632;10814;32499;110113;30786;139564;319700;71190;18145;70315;42084;50915;39773
31.12.2006;43-Jährige;190648;221333;64703;50677;10418;31056;109212;32049;138650;314909;71560;18411;71234;43679;49435;40776
31.12.2006;44-Jährige;185055;214701;61728;50343;10443;28807;104768;32009;134195;303320;69436;18100;70364;43004;47633;40440
31.12.2006;45-Jährige;182052;211787;58478;49951;10059;27465;101952;32415;132682;298201;69324;18335;70216;43150;46279;41497
31.12.2006;46-Jährige;176700;204186;55773;48146;9894;27275;99613;31876;128780;294543;68194;17697;67396;41786;44404;39705
31.12.2006;47-Jährige;169118;197036;53417;47161;9665;25218;96007;31088;124167;285875;66159;17988;66901;41056;42945;39580
31.12.2006;48-Jährige;161663;188362;48967;43429;9385;24108;91970;29405;117842;273471;62773;17478;61967;38760;40608;36870
31.12.2006;49-Jährige;157034;183178;47188;42289;9379;23187;89940;28684;115730;268797;62596;16869;61787;38302;39929;36867
31.12.2006;50-Jährige;154030;176661;46305;42118;9125;22027;87152;28894;112051;260087;60296;16481;62946;38748;37749;37613
31.12.2006;51-Jährige;146178;167673;45988;42657;9010;21190;83946;29029;107710;250809;58486;15681;64959;39815;36987;37971
31.12.2006;52-Jährige;141804;164582;45179;41976;8719;20490;82386;28947;106102;247213;58041;15864;64640;39248;36771;37397
31.12.2006;53-Jährige;136447;158697;44752;41470;8442;19571;79495;28334;102475;235881;56081;15526;65055;39417;35532;37346
31.12.2006;54-Jährige;137308;160127;44122;40392;8437;19961;80301;27595;103968;235462;56117;15323;66226;39207;35630;36807
31.12.2006;55-Jährige;133300;155469;44761;39387;8487;19585;79225;26661;102763;227659;55044;14843;67752;37536;35685;36775
31.12.2006;56-Jährige;134836;158224;46988;37155;8645;20608;81596;24758;103910;230026;55821;15284;65038;37112;36160;34998
31.12.2006;57-Jährige;132320;154677;43923;31442;8688;20457;81177;21397;102466;228855;54539;15542;57078;33071;36190;31206
31.12.2006;58-Jährige;123575;148359;40517;27176;8117;20184;76849;18657;95464;211068;47173;13681;45825;28067;35803;27092
31.12.2006;59-Jährige;115445;145868;37855;26179;7792;19231;72159;17432;87656;195137;42269;11117;45797;27438;33581;25767
31.12.2006;60-Jährige;101290;129439;29951;17705;7690;18030;62085;11540;82625;179336;37953;9104;34585;22353;31618;21448
31.12.2006;61-Jährige;88223;105028;33544;20980;6335;16258;52130;12460;65668;153207;32025;8447;40970;22632;26325;20178
31.12.2006;62-Jährige;113671;135426;43929;31525;7891;20224;69361;18657;87776;196428;41930;11510;59493;31822;34966;29306
31.12.2006;63-Jährige;114791;135761;45788;33945;8211;20270;68811;20496;90887;197486;41954;11217;58970;32985;36397;29665
31.12.2006;64-Jährige;113490;132473;43683;32846;8120;19978;65492;20024;88912;193228;41144;11074;54813;32758;35315;27885
31.12.2006;65-Jährige;135403;160375;50254;41275;9092;22524;78430;25779;107978;228681;51148;14125;68360;40011;42461;35808
31.12.2006;66-Jährige;141564;170766;48240;41369;9456;22965;83704;26320;113112;246742;55567;14903;70236;41303;42928;38623
31.12.2006;67-Jährige;139105;167290;44657;40418;9149;21702;80896;26507;110430;241178;54792;15226;68758;40133;42480;37518
31.12.2006;68-Jährige;129637;151430;41368;37249;8862;20741;74153;24792;105392;227933;51109;14195;62613;36260;39905;32918
31.12.2006;69-Jährige;120114;138070;38838;34221;8298;19397;68960;22715;96574;214054;47791;14016;57291;33819;36527;30193
31.12.2006;70-Jährige;115560;131915;36930;33138;8016;18761;66730;21951;92345;206426;46767;14074;56049;32574;34558;29434
31.12.2006;71-Jährige;109645;123992;35665;32305;7395;18068;63113;21131;87174;198436;44367;12611;55489;31410;32286;28155
31.12.2006;72-Jährige;98649;115152;32641;29322;6770;15632;58080;19777;79563;184691;40679;10991;50907;29073;29088;25939
31.12.2006;73-Jährige;82375;96193;23345;22421;5145;12031;46186;15757;61752;144723;32907;9339;39311;23136;21635;20175
31.12.2006;74-Jährige;79920;93899;21401;21728;5145;11442;44858;15595;61428;142880;32450;9592;38292;22528;20796;20186
31.12.2006;75-Jährige;79528;93989;21708;21272;5052;11734;44866;14844;61433;143140;32732;9444;39238;22374;20713;19762
31.12.2006;76-Jährige;81051;94074;22253;21521;5225;12380;46700;14642;63484;149377;33766;9402;41367;22855;20973;20636
31.12.2006;77-Jährige;76197;90253;20819;19506;5120;11854;44737;13214;59567;140619;32005;8833;39466;21443;20183;19170
31.12.2006;78-Jährige;73550;86510;19520;17977;5170;11635;43513;12149;58525;135511;31211;8454;36520;20412;19797;18394
31.12.2006;79-Jährige;66154;80037;17221;15294;4566;10552;39596;10394;53893;122270;28603;7794;31941;17610;17651;16331
31.12.2006;80-Jährige;62753;75915;16603;14046;4423;10195;38225;9203;50246;113840;27139;7215;30705;16247;16837;15383
31.12.2006;81-Jährige;59622;71782;15564;12778;4148;9914;36176;8469;48582;106967;25422;6733;28077;15167;16629;14019
31.12.2006;82-Jährige;52153;63559;13269;10908;3629;8894;32262;7224;42470;95283;22420;6363;23867;13177;14588;12212
31.12.2006;83-Jährige;48911;59466;11179;9615;3545;7987;29618;6398;38511;84327;20473;6041;22573;11787;13621;11137
31.12.2006;84-Jährige;45821;56691;11648;9431;3401;7865;27856;5928;37189;80643;19462;5228;22442;11568;13003;10514
31.12.2006;85-Jährige;44155;53579;11833;9120;3421;7627;26421;5754;35248;74029;17608;4670;22308;10986;12821;10139
31.12.2006;86-Jährige;39180;46543;11327;7950;2965;7157;23587;4922;30422;62990;14960;3668;20275;9648;11403;8719
31.12.2006;87-Jährige;26641;31789;7953;5190;2134;4919;15434;3200;20677;42693;10134;2514;12415;6096;7537;5478
31.12.2006;88-Jährige;15138;18072;4567;2757;1242;2769;8786;1726;11729;25183;5902;1574;6241;3234;4430;2653
31.12.2006;89-Jährige;12055;14959;3727;2275;987;2259;7268;1435;9789;20805;4771;1312;4836;2674;3780;2228
31.12.2006;90 Jahre und mehr;75469;75103;27459;15163;5886;14635;44160;8888;59617;120787;30694;6887;32328;14888;22888;13407
31.12.2006;Insgesamt;10738753;12492658;3404037;2547772;663979;1754182;6075359;1693754;7982685;18028745;4052860;1043167;4249774;2441787;2834254;2311140
31.12.2008;unter 1 Jahr;92356;106898;31879;18959;5469;16625;51704;13086;64868;149971;32252;7144;34407;17633;22776;17323
31.12.2008;1-Jährige;93724;108288;30940;19031;5478;16517;52868;12816;65754;151075;32725;7262;33861;17338;23396;17132
31.12.2008;2-Jährige;93039;106635;29330;18532;5353;15696;51445;12518;65967;150055;32111;7222;32502;16796;23289;16305
31.12.2008;3-Jährige;95167;109218;28289;18715;5264;15453;53144;12176;67799;153535;33020;7459;32432;16891;23875;16618
31.12.2008;4-Jährige;97672;111729;28306;19257;5189;15214;54054;12941;71305;157980;34186;7679;33036;16979;25096;17144
31.12.2008;5-Jährige;98514;113198;27049;19371;5238;14809;53682;12654;71802;159812;34777;7643;31893;16539;25314;16666
31.12.2008;6-Jährige;100600;114798;26755;19272;5150;14605;54764;12350;74655;163616;35632;7998;31316;17095;26061;16697
31.12.2008;7-Jährige;103093;117412;26388;19163;5375;14411;55903;12666;77747;168378;36829;8266;31427;17270;26935;16994
31.12.2008;8-Jährige;108491;122969;27021;20260;5691;14529;58427;12846;81758;176506;39142;8696;32300;17717;28611;16967
31.12.2008;9-Jährige;110441;124512;26675;19825;5601;14551;58360;12192;82773;177955;39484;9079;30582;16980;29173;16301
31.12.2008;10-Jährige;113462;128288;26153;19238;5806;14774;60109;11924;85656;183976;41018;9170;29141;16396;29693;16176
31.12.2008;11-Jährige;118181;131976;26530;18838;6005;15050;62228;11857;89381;192313;43074;9994;28144;16032;31055;16101
31.12.2008;12-Jährige;116386;131148;25830;17817;5919;15036;61587;11120;87627;190573;42380;10106;26495;15191;30850;14803
31.12.2008;13-Jährige;114624;128816;24976;16283;5916;14187;59780;10017;85515;186345;41696;9825;23734;13993;29675;13598
31.12.2008;14-Jährige;115870;131468;25028;15645;5781;14587;60748;9324;87272;191075;42894;10278;22928;13719;30095;12638
31.12.2008;15-Jährige;120257;138238;25392;15493;6016;14553;62543;9889;91038;199969;45162;10844;23587;14119;31335;13290
31.12.2008;16-Jährige;121992;139937;26737;16956;6250;15226;63518;11089;92069;205305;46193;11302;25298;15772;31877;14633
31.12.2008;17-Jährige;124793;142580;27957;20561;6542;15931;64755;13363;93408;210504;47382;11636;30717;18618;32561;17264
31.12.2008;18-Jährige;129985;148686;34615;31541;6954;17173;67832;21212;96483;217056;49134;12192;47314;28704;33517;26822
31.12.2008;19-Jährige;128131;145836;37568;33207;7339;17845;67470;22603;93420;211967;47760;11866;50615;29812;32555;27965
31.12.2008;20-Jährige;133189;151111;41705;33506;8276;20164;69665;23575;94698;216842;49384;12094;53573;31665;33038;29904
31.12.2008;21-Jährige;128313;147883;44181;32623;8736;21006;68251;24252;91327;213020;48331;11923;55557;32048;31319;30739
31.12.2008;22-Jährige;129019;149733;45776;30817;8887;22224;67853;22772;89203;211288;47892;11936;54310;30675;30305;29707
31.12.2008;23-Jährige;125686;145694;47439;30546;8841;23434;66793;22577;85871;203485;45695;11402;54836;30064;28825;29248
31.12.2008;24-Jährige;127139;147727;49217;28968;8964;24413;68241;21555;85006;203787;46090;11400;54729;29796;28766;29310
31.12.2008;25-Jährige;128990;150475;51451;28514;9397;26068;69508;21401;86208;207269;45821;11511;54620;29533;29109;28841
31.12.2008;26-Jährige;133527;155787;54256;28740;9579;27899;72946;21253;88492;213316;47231;11950;55256;28593;30064;29458
31.12.2008;27-Jährige;134199;157415;55510;27791;9394;29350;73990;20213;88903;212601;46851;11841;53191;28003;30112;28298
31.12.2008;28-Jährige;135797;158039;56564;28747;9165;30141;75169;20769;89627;214980;46010;11865;54115;27941;30421;28710
31.12.2008;29-Jährige;128292;151793;54020;27803;8572;29007;72328;19825;85899;203669;44003;11137;52114;26346;29142;27457
31.12.2008;30-Jährige;125668;149830;52491;27688;8332;28555;72280;19735;85405;201498;43383;10866;52092;26273;29443;26171
31.12.2008;31-Jährige;125706;149455;51049;26987;8169;28182;71596;19134;85045;202461;43014;10747;50548;25109;29530;25750
31.12.2008;32-Jährige;127151;148947;49524;24775;8258;28399;72608;16553;86590;203927;42860;10437;44823;22636;30054;22883
31.12.2008;33-Jährige;124670;146830;47528;23771;7894;27354;71186;15707;84686;199614;42152;10314;42812;21466;29783;21903
31.12.2008;34-Jährige;128021;150273;46125;24137;7893;26591;72336;15442;87534;202980;43234;10510;42281;21720;30572;22734
31.12.2008;35-Jährige;128644;150559;45120;24839;7948;25869;73289;15972;90003;205861;44409;10469;42831;22908;31434;23562
31.12.2008;36-Jährige;141276;165135;46956;28030;8547;27266;79600;17370;99982;226789;48873;11575;47266;26389;35305;26422
31.12.2008;37-Jährige;153051;179458;51766;33338;9091;28668;87292;20611;110027;247843;53711;13001;55790;31711;40105;30139
31.12.2008;38-Jährige;159906;188324;52726;34720;9475;29014;91599;21405;117136;261815;57010;13360;56472;32289;42604;31247
31.12.2008;39-Jährige;172078;203710;55105;36445;9982;30447;98255;22318;127071;286186;62097;15119;56802;33500;47335;31891
31.12.2008;40-Jährige;181196;212761;57437;38493;10753;32559;103394;23852;133442;299676;65207;16000;58391;34588;50440;32366
31.12.2008;41-Jährige;185409;217897;58116;41405;10704;32555;104941;25202;136912;307005;66980;16621;60400;36053;52099;33480
31.12.2008;42-Jährige;189837;220848;61112;44392;11030;32740;107760;27195;140009;313226;69084;17158;63901;37875;51999;36090
31.12.2008;43-Jährige;189528;219743;63354;46695;10967;31753;108238;28962;138835;313962;69489;17515;66868;39612;50844;37256
31.12.2008;44-Jährige;192561;222717;64357;48716;10714;32245;109301;30500;139192;317819;70990;18070;69653;41489;51023;39341
31.12.2008;45-Jährige;189992;220569;63909;50655;10334;30681;108493;31799;138245;313173;71343;18278;70558;43078;49493;40326
31.12.2008;46-Jährige;184557;213839;60940;50285;10378;28508;104005;31717;133651;301503;69184;17969;69601;42426;47614;40008
31.12.2008;47-Jährige;181338;211062;57724;49731;10023;27091;101333;32100;132041;296312;69013;18222;69477;42578;46302;41115
31.12.2008;48-Jährige;175951;203250;55043;48044;9836;26894;98978;31495;128248;292404;67895;17584;66685;41208;44339;39201
31.12.2008;49-Jährige;168293;196178;52674;46942;9628;24869;95280;30737;123654;283757;65795;17853;66213;40485;42892;39168
31.12.2008;50-Jährige;160727;187363;48289;43211;9378;23742;91221;29074;117129;271252;62386;17272;61266;38239;40558;36495
31.12.2008;51-Jährige;156244;181898;46426;42106;9275;22717;89233;28402;115074;266479;62220;16751;61037;37717;39829;36421
31.12.2008;52-Jährige;152983;175527;45579;41877;9032;21642;86314;28497;111431;257607;59847;16314;62261;38175;37626;37243
31.12.2008;53-Jährige;145160;166407;45148;42359;8902;20896;82936;28738;107016;248158;58131;15537;64292;39230;36755;37508
31.12.2008;54-Jährige;140638;163153;44386;41698;8612;20111;81444;28605;105435;244528;57608;15666;63849;38680;36550;36949
31.12.2008;55-Jährige;135328;157225;43917;41171;8326;19207;78514;28026;101708;232886;55665;15348;64277;38833;35329;36857
31.12.2008;56-Jährige;136056;158500;43226;40158;8339;19496;79240;27275;103032;232232;55665;15080;65395;38645;35413;36318
31.12.2008;57-Jährige;131921;153792;43832;39053;8389;19182;78048;26318;101829;224307;54450;14666;66900;36917;35400;36277
31.12.2008;58-Jährige;133175;156371;45990;36835;8504;20178;80226;24462;102821;226384;55225;15068;64158;36461;35935;34550
31.12.2008;59-Jährige;130554;152673;42907;31230;8583;19949;79795;21147;101486;224916;53855;15328;56330;32488;35861;30803
31.12.2008;60-Jährige;121560;146187;39412;26948;7954;19596;75222;18474;94387;206967;46614;13437;45186;27532;35464;26711
31.12.2008;61-Jährige;113327;143446;36880;25893;7660;18704;70466;17232;86566;190849;41598;10881;45186;26880;33210;25368
31.12.2008;62-Jährige;99300;126923;29115;17561;7529;17422;60474;11404;81445;175024;37266;8897;34048;21899;31219;21078
31.12.2008;63-Jährige;86147;103037;32632;20763;6158;15690;50759;12338;64623;149166;31418;8257;40264;22165;25947;19811
31.12.2008;64-Jährige;111050;132682;42670;31104;7695;19496;67474;18491;86206;191111;41131;11200;58563;31056;34445;28781
31.12.2008;65-Jährige;112134;132681;44403;33447;7962;19533;66799;20235;89287;191739;41011;10944;57952;32198;35799;29044
31.12.2008;66-Jährige;110350;129154;42366;32351;7870;19186;63510;19632;87080;187418;40197;10779;53709;31892;34690;27248
31.12.2008;67-Jährige;131868;156434;48619;40368;8812;21631;76048;25180;105478;221756;49811;13735;66860;38887;41604;34973
31.12.2008;68-Jährige;137869;166252;46515;40461;9164;22092;81155;25569;110185;238836;54076;14436;68524;39950;41950;37490
31.12.2008;69-Jährige;135141;162578;43141;39255;8838;20920;78266;25693;107365;232914;53106;14732;66881;38772;41351;36416
31.12.2008;70-Jährige;125645;146783;39807;36092;8506;19912;71421;23986;102082;219642;49503;13677;60826;34831;38772;31746
31.12.2008;71-Jährige;116051;133488;37336;33055;7941;18569;66401;21800;93245;205680;46165;13459;55292;32409;35319;29030
31.12.2008;72-Jährige;111353;126959;35331;31862;7641;17893;64013;21049;88864;197475;45082;13394;53964;31040;33294;28109
31.12.2008;73-Jährige;105216;118777;33894;30879;7082;17151;60246;20143;83416;188783;42371;11996;53158;29757;31004;26822
31.12.2008;74-Jährige;94165;109875;30970;27905;6404;14733;55215;18688;75748;174845;38625;10365;48506;27394;27750;24579
31.12.2008;75-Jährige;78278;91379;21964;21166;4835;11310;43600;14800;58485;136129;31067;8769;37287;21575;20452;18992
31.12.2008;76-Jährige;75374;88642;20046;20428;4815;10674;42098;14549;57629;133645;30498;8911;35954;20943;19587;18855
31.12.2008;77-Jährige;74645;88170;20158;19744;4705;10892;41871;13706;57442;132751;30486;8760;36489;20677;19376;18263
31.12.2008;78-Jährige;75428;87394;20530;19915;4849;11340;43303;13485;58815;137531;31127;8579;38255;20905;19462;19022
31.12.2008;79-Jährige;70396;83043;19094;17923;4717;10730;40977;12032;54574;127960;29296;7983;36313;19331;18495;17413
31.12.2008;80-Jährige;67280;78651;17612;16361;4648;10514;39342;10940;53043;122305;28168;7669;33266;18315;18053;16556
31.12.2008;81-Jährige;59837;72150;15384;13763;4112;9439;35552;9271;48460;108980;25489;6913;28758;15589;15906;14522
31.12.2008;82-Jährige;56058;67348;14793;12485;3924;9009;33785;8116;44532;100397;23899;6333;27323;14162;14895;13454
31.12.2008;83-Jährige;52591;62793;13594;11211;3630;8597;31492;7362;42377;92766;22098;5795;24612;13026;14533;12020
31.12.2008;84-Jährige;45254;54834;11421;9422;3139;7638;27850;6155;36536;81361;19179;5398;20632;11115;12624;10320
31.12.2008;85-Jährige;41533;50237;9462;8132;2976;6715;24834;5362;32386;70549;17159;4991;19047;9833;11496;9170
31.12.2008;86-Jährige;38111;46533;9653;7818;2822;6469;22952;4874;30592;65887;15879;4207;18483;9320;10771;8492
31.12.2008;87-Jährige;35850;42816;9689;7317;2745;6133;21153;4573;28149;58937;14008;3629;17960;8595;10343;7947
31.12.2008;88-Jährige;30762;35914;8955;6135;2340;5551;18163;3847;23695;48581;11470;2752;15819;7350;8866;6549
31.12.2008;89-Jährige;20234;23850;6116;3935;1660;3699;11549;2392;15453;32045;7499;1837;9344;4458;5670;3914
31.12.2008;90 Jahre und mehr;68151;68137;23820;12989;5290;13024;40563;7793;52899;106252;28121;6191;27081;12980;20607;11485
31.12.2008;Insgesamt;10749506;12519728;3431675;2522493;661866;1772100;6064953;1664356;7947244;17933064;4028351;1030324;4192801;2381872;2834260;2267763
31.12.2010;unter 1 Jahr;90868;106070;33172;19108;5517;17086;51737;13325;63192;146941;31604;7064;35065;17323;22622;17539
31.12.2010;1-Jährige;90592;105199;32161;19096;5393;16274;51050;13055;63045;145733;31153;6963;34233;17186;22526;16955
31.12.2010;2-Jährige;93067;107920;31858;19781;5410;16206;52232;13159;65818;151417;32750;7209;34579;17743;23461;17508
31.12.2010;3-Jährige;94108;108747;30876;19673;5435;16168;52987;12832;66409;151652;32879;7242;33855;17296;23949;17080
31.12.2010;4-Jährige;93277;106975;29213;19065;5338;15349;51587;12579;66341;150615;32306;7202;32440;16649;23736;16295
31.12.2010;5-Jährige;95374;109479;28030;19142;5208;15335;53159;12156;68270;153856;33174;7480;32382;16830;24087;16539
31.12.2010;6-Jährige;97832;111736;27903;19695;5174;14990;53893;12852;71546;158190;34164;7674;32915;16852;25355;16998
31.12.2010;7-Jährige;98381;112894;26727;19714;5215;14639;53534;12612;72026;159969;34859;7643;31804;16401;25542;16625
31.12.2010;8-Jährige;100629;114756;26677;19457;5152;14508;54648;12341;74947;164132;35648;8024;31273;16966;26217;16604
31.12.2010;9-Jährige;103341;117383;26366;19350;5389;14407;55974;12635;77993;168830;36870;8305;31389;17174;27181;16924
31.12.2010;10-Jährige;108675;122918;27053;20409;5699;14550;58604;12801;82082;177197;39140;8706;32190;17598;28803;16904
31.12.2010;11-Jährige;110591;124375;26689;19938;5634;14585;58497;12155;82987;178399;39518;9083;30460;16869;29347;16262
31.12.2010;12-Jährige;113667;128511;26240;19318;5841;14814;60098;11894;85903;184365;41126;9196;29099;16284;29864;16109
31.12.2010;13-Jährige;118377;132195;26535;18915;6005;15140;62379;11808;89593;192780;43076;9987;28078;15943;31262;16045
31.12.2010;14-Jährige;116614;131395;25999;17916;5949;15073;61766;11083;87877;190953;42446;10151;26406;15130;31070;14743
31.12.2010;15-Jährige;114999;129184;25126;16463;5953;14291;59945;9986;85665;186878;41647;9808;23710;13927;29909;13578
31.12.2010;16-Jährige;116329;131973;25313;15744;5881;15025;61085;9354;87497;191993;42933;10307;22956;13641;30204;12633
31.12.2010;17-Jährige;120798;138924;25925;15538;6181;15385;63038;9849;91201;200910;45159;10884;23568;13991;31133;13267
31.12.2010;18-Jährige;123192;140910;27784;16744;6574;16126;64161;10990;92196;206823;46239;11272;25426;15531;31719;14494
31.12.2010;19-Jährige;127582;145394;30749;19691;7299;17407;66056;13096;92846;212368;47427;11572;31225;18335;32412;17066
31.12.2010;20-Jährige;133994;153746;39965;28741;8228;20022;69988;20584;95105;218915;49353;12116;48401;28348;33198;26395
31.12.2010;21-Jährige;131108;151372;44019;29907;8733;21221;70093;21708;91827;214280;48286;11745;51711;29540;32035;27749
31.12.2010;22-Jährige;135298;155926;48019;30770;9441;23637;72163;22396;93876;220067;49914;12011;53721;30717;32520;29543
31.12.2010;23-Jährige;130639;152138;50458;30353;9437;24145;70879;22938;90978;216468;48508;11939;55475;30718;31286;29947
31.12.2010;24-Jährige;131157;153554;51951;28929;9384;25021;70576;21535;89332;213829;47648;12031;53697;29225;30532;28832
31.12.2010;25-Jährige;127411;148966;52997;29007;8969;25833;68982;21333;85919;205829;45071;11362;54052;28694;29140;28331
31.12.2010;26-Jährige;128237;150586;54043;27711;9031;26694;70532;20497;84988;205956;45269;11355;53307;28300;28972;28141
31.12.2010;27-Jährige;129909;152704;55100;27640;9258;28089;71195;20388;86252;208276;44918;11498;53394;28021;29319;27705
31.12.2010;28-Jährige;133852;157619;57365;28130;9336;29507;74719;20353;88709;213969;46353;11774;54024;27444;30222;28356
31.12.2010;29-Jährige;134201;159125;57509;27722;9235;30452;75240;19569;88821;212943;46096;11667;52138;27063;30456;27436
31.12.2010;30-Jährige;135632;159783;57896;28773;8955;30758;76202;20233;89725;214535;45583;11757;53258;27163;30878;27968
31.12.2010;31-Jährige;128338;152722;54495;28017;8403;29100;73173;19399;86210;203367;43756;11020;51549;25743;29481;26895
31.12.2010;32-Jährige;125704;150937;52535;28201;8183;28464;72636;19432;85727;201196;43180;10747;51308;25760;29898;25756
31.12.2010;33-Jährige;125810;150280;50828;27503;7992;27974;72060;18902;85465;201852;42842;10659;50068;24723;30064;25335
31.12.2010;34-Jährige;127043;149871;49075;25165;8014;28025;72774;16358;86867;203612;42714;10374;44444;22269;30505;22668
31.12.2010;35-Jährige;124662;147317;46796;24261;7786;26900;71295;15560;85333;198882;42217;10201;42340;21153;30141;21748
31.12.2010;36-Jährige;128075;150759;45534;24553;7760;26182;72494;15311;87949;202154;43167;10425;41898;21420;30950;22547
31.12.2010;37-Jährige;128599;150765;44333;25130;7869;25260;73332;15847;90213;205283;44403;10411;42507;22617;31819;23345
31.12.2010;38-Jährige;141067;165331;46022;28424;8451;26755;79655;17332;100247;226002;48948;11517;46837;26092;35645;26227
31.12.2010;39-Jährige;152996;179457;50899;33623;8978;28178;87166;20490;110112;247005;53807;12899;55429;31423;40404;29923
31.12.2010;40-Jährige;159900;188363;51759;34995;9337;28665;91248;21298;117200;260723;56985;13322;56034;32026;42971;31048
31.12.2010;41-Jährige;172109;203839;53955;36761;9940;30057;97945;22140;127117;285256;62044;15018;56366;33296;47542;31697
31.12.2010;42-Jährige;181125;212754;56291;38782;10641;32044;103067;23678;133555;298635;65138;15889;57897;34291;50571;32173
31.12.2010;43-Jährige;185192;217827;57229;41510;10611;32093;104600;25004;137081;305571;66853;16520;59933;35749;52226;33273
31.12.2010;44-Jährige;189514;220414;60003;44494;11033;32277;107463;27060;139947;311918;68838;17063;63434;37497;52090;35771
31.12.2010;45-Jährige;189153;219335;62101;46762;10878;31267;107935;28808;138688;312342;69335;17470;66284;39292;50915;36965
